"ID"	"Description"	"Gene"	"GeneID"
"dr:D00472"	"Prednisolone (JP18/USP/INN);"	"NR3C1"	"2908"
"dr:D00473"	"Prednisone (USP);"	"NR3C1"	"2908"
"dr:D00477"	"Procainamide hydrochloride (JP18/USP);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00479"	"Prochlorperazine maleate (JP18/USP);"	"DRD2"	"1813"
"dr:D00480"	"Promethazine hydrochloride (JP18/USP);"	"HRH1"	"3269"
"dr:D00481"	"Propantheline bromide (JP18/USP/INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D00482"	"Propoxyphene hydrochloride (USAN);"	"OPRM1"	"4988"
"dr:D00483"	"Propranolol hydrochloride (JP18/USP);"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D00484"	"Protriptyline hydrochloride (USP);"	"SLC6A2/SLC6A4"	"6530/6532"
"dr:D00485"	"Pseudoephedrine hydrochloride (USP);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3"	"148/147/146/150/151/152/153/154/155"
"dr:D00487"	"Pyridostigmine bromide (JP18/USP/INN);"	"ACHE"	"43"
"dr:D00490"	"Oxymetholone (JP18/USP/INN);"	"AR"	"367"
"dr:D00491"	"Paclitaxel (JAN/USP/INN);"	"TUBB3/TUBB4A/TUBB4B/TUBB/TUBB8/TUBB2B/TUBB2A/TUBB1/TUBB6"	"10381/10382/10383/203068/347688/347733/7280/81027/84617"
"dr:D00492"	"Pancuronium bromide (JP18/USP/INN);"	"CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB2/CHRNB3/CHRNB4"	"1135/1136/1137/1138/8973/1139/55584/57053/1141/1142/1143"
"dr:D00493"	"Prochlorperazine (JAN/USP/INN);"	"DRD2"	"1813"
"dr:D00494"	"Promethazine (JAN/INN)"	"HRH1"	"3269"
"dr:D00495"	"Paramethadione (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00498"	"Pentazocine (JP18/USP/INN);"	"OPRK1/OPRM1"	"4986/4988"
"dr:D00499"	"Pentobarbital (USP/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00500"	"Pentobarbital sodium (JAN/USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00502"	"Pergolide mesylate (USP);"	"DRD1/DRD2"	"1812/1813"
"dr:D00503"	"Perphenazine (JP18/USP/INN);"	"DRD2"	"1813"
"dr:D00505"	"Phenelzine sulfate (USP);"	"MAOA/MAOB"	"4128/4129"
"dr:D00506"	"Phenobarbital (JP18/USP/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00507"	"Phenoxybenzamine hydrochloride (USP);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D00509"	"Phentolamine mesylate (USP);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D00510"	"Phenylbutazone (JP18/USP/INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D00511"	"Phenylephrine hydrochloride (JP18/USP);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D00512"	"Phenytoin (JP18/USP/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00513"	"Pindolol (JP18/USP/INN);"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D00514"	"Dexmedetomidine (USAN/INN);"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D00517"	"Amyl nitrite (JP18/USP);"	"GUCY1A2/GUCY1A1/GUCY1B1"	"2977/2982/2983"
"dr:D00518"	"Dichlorphenamide (USP);"	"CA1/CA2/CA3/CA4/CA5A/CA5B/CA6/CA7/CA8/CA9/CA12/CA13/CA14"	"759/760/761/762/763/11238/765/766/767/768/771/377677/23632"
"dr:D00519"	"Chlorothiazide (JAN/USP/INN);"	"SLC12A3"	"6559"
"dr:D00520"	"Dimenhydrinate (JP18/USP/INN);"	"HRH1"	"3269"
"dr:D00521"	"Terfenadine (JAN/USAN/INN);"	"HRH1/KCNH2"	"3269/3757"
"dr:D00522"	"Candesartan (USAN/INN)"	"AGTR1"	"185"
"dr:D00523"	"Irbesartan (JP18/USP/INN);"	"AGTR1"	"185"
"dr:D00524"	"Carbachol (JAN/USP/INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D00525"	"Pilocarpine (JAN/USP);"	"CHRM3/CHRM2"	"1131/1129"
"dr:D00528"	"Caffeine (USP);"	"ADORA1/ADORA2A/PDE1B/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE5A"	"134/135/5153/5138/5139/5140/5141/5142/5143/5144/8654"
"dr:D00529"	"Montelukast sodium (JP18/USP);"	"CYSLTR1"	"10800"
"dr:D00530"	"Zaleplon (JAN/USP/INN);"	"GABRA1"	"2554"
"dr:D00531"	"Nitrazepam (JP18/USAN/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00532"	"Glutethimide (JAN/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00533"	"Oxcarbazepine (JAN/USP/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00535"	"Vigabatrin (JAN/USP/INN);"	"ABAT"	"18"
"dr:D00536"	"Felbamate (USPINN);"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRIN3A/GRIN3B"	"2902/2903/2904/2905/2906/116443/116444"
"dr:D00537"	"Topiramate (JAN/USP/INN);"	"GRIA1/GRIA2/GRIA3/GRIA4/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5/CACNA1C/CACNA1D/CACNA1F/CACNA1S/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A/GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/CA2/CA4"	"2890/2891/2892/2893/2897/2898/2899/2900/2901/775/776/778/779/6323/6326/6328/6329/6331/6334/6335/6336/11280/2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879/760/762"
"dr:D00538"	"Zonisamide (JP18/USP/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A/CACNA1I/CACNA1H/CACNA1G"	"6323/6326/6328/6329/6331/6334/6335/6336/11280/8911/8912/8913"
"dr:D00539"	"Ethosuximide (JP18/USP/INN);"	"CACNA1I/CACNA1H/CACNA1G"	"8911/8912/8913"
"dr:D00540"	"Glycopyrrolate (USP);"	"CHRM3"	"1131"
"dr:D00548"	"Etomidate (USP/INN);"	"GABRA1"	"2554"
"dr:D00549"	"Propofol (JAN/USP/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00550"	"Midazolam (JAN/USP/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00551"	"Tetracaine (USP/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00552"	"Benzocaine (USP/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00553"	"Prilocaine (USP/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00554"	"Ethinyl estradiol (USP);"	"ESR1"	"2099"
"dr:D00555"	"Amobarbital (JP18/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00558"	"Carbidopa (USP);"	"DDC"	"1644"
"dr:D00559"	"Pramipexole dihydrochloride (USP);"	"DRD2/DRD3/DRD4"	"1813/1814/1815"
"dr:D00560"	"Pimozide (JP18/USP/INN);"	"DRD2/ADRA2A"	"1813/150"
"dr:D00561"	"Sertindole (USAN/INN);"	"HTR2A/DRD2"	"3356/1813"
"dr:D00562"	"Propylthiouracil (JP18/USP/INN);"	"TPO/DIO1/DIO2"	"7173/1733/1734"
"dr:D00563"	"Mirtazapine (JAN/USP/INN);"	"HTR2A/HTR2B/HTR2C/HTR3A/HTR3B/HTR3C/HTR3D/HTR3E/ADRA2A/ADRA2B/ADRA2C"	"3356/3357/3358/3359/9177/170572/200909/285242/150/151/152"
"dr:D00564"	"Warfarin sodium (USP);"	"VKORC1/NQO1"	"79001/1728"
"dr:D00565"	"Fenofibrate (JP18/USP/INN);"	"PPARA"	"5465"
"dr:D00566"	"Sodium salicylate (JP18/USP);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D00567"	"Celecoxib (JP18/USP/INN);"	"PTGS2"	"5743"
"dr:D00568"	"Rofecoxib (JAN/USAN/INN);"	"PTGS2"	"5743"
"dr:D00570"	"Colchicine (JP18/USP);"	"TUBB3/TUBB4A/TUBB4B/TUBB/TUBB8/TUBB2B/TUBB2A/TUBB1/TUBB6"	"10381/10382/10383/203068/347688/347733/7280/81027/84617"
"dr:D00573"	"Goserelin acetate (JAN/USP);"	"GNRHR"	"2798"
"dr:D00574"	"Aminoglutethimide (USP/INN);"	"CYP19A1"	"1588"
"dr:D00575"	"Mestranol (JP18/USP/INN)"	"ESR1/ESR2"	"2099/2100"
"dr:D00576"	"Quinestrol (USAN/INN);"	"ESR1"	"2099"
"dr:D00577"	"Diethylstilbestrol (USP/INN);"	"ESR1/ESR2"	"2099/2100"
"dr:D00584"	"Fluorouracil (JP18/USP/INN);"	"TYMS"	"7298"
"dr:D00585"	"Mifepristone (JAN/USAN/INN);"	"PGR/NR3C1"	"5241/2908"
"dr:D00586"	"Flutamide (JP18/USP/INN);"	"AR"	"367"
"dr:D00593"	"Glimepiride (JP18/USP/INN);"	"ABCC8"	"6833"
"dr:D00594"	"Repaglinide (JAN/USP/INN);"	"ABCC8/KCNJ11"	"6833/3767"
"dr:D00595"	"Buformin (USAN/INN)"	"PRKAA1/PRKAA2"	"5562/5563"
"dr:D00596"	"Rosiglitazone maleate (JAN/USP);"	"PPARG"	"5468"
"dr:D00597"	"Acebutolol hydrochloride (JP18/USP);"	"ADRB1"	"153"
"dr:D00598"	"Betaxolol hydrochloride (JP18/USP);"	"ADRB1"	"153"
"dr:D00599"	"Carteolol hydrochloride (JP18/USP);"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D00600"	"Labetalol hydrochloride (JP18/USP);"	"ADRA1A/ADRA1B/ADRA1D/ADRB1/ADRB2"	"148/147/146/153/154"
"dr:D00601"	"Metoprolol tartrate (JP18/USP);"	"ADRB1"	"153"
"dr:D00602"	"Penbutolol sulfate (JP18/USP);"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D00603"	"Timolol maleate (JP18/USP);"	"ADRB1/ADRB2"	"153/154"
"dr:D00604"	"Clonidine hydrochloride (JP18/USP);"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D00605"	"Guanabenz acetate (JP18/USP);"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D00606"	"Guanfacine hydrochloride (JAN/USP);"	"ADRA2A"	"150"
"dr:D00607"	"Guanadrel sulfate (USAN);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D00608"	"Doxazosin mesylate (USP);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D00609"	"Prazosin hydrochloride (JP18/USP);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D00610"	"Terazosin hydrochloride (USP);"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D00611"	"Mecamylamine hydrochloride (USP);"	"CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG"	"1134/1135/1136/1137/1138/8973/1139/55584/57053/1140/1141/1142/1143/1144/1145/1146"
"dr:D00612"	"Trimetaphan camsilate (JAN/INN);"	"CHRNA10"	"57053"
"dr:D00613"	"Fenoldopam mesylate (USP);"	"DRD1"	"1812"
"dr:D00615"	"Amlodipine besylate (USP);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00616"	"Diltiazem hydrochloride (JP18/USP);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00617"	"Nicardipine hydrochloride (JP18/USAN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00618"	"Nisoldipine (JAN/USAN/INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00619"	"Verapamil hydrochloride (JP18/USP);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00620"	"Benazepril hydrochloride (JAN/USP);"	"ACE"	"1636"
"dr:D00621"	"Enalapril maleate (JP18/USP);"	"ACE"	"1636"
"dr:D00622"	"Fosinopril sodium (USP);"	"ACE"	"1636"
"dr:D00623"	"Moexipril hydrochloride (USP);"	"ACE"	"1636"
"dr:D00624"	"Perindopril erbumine (JAN/USP);"	"ACE"	"1636"
"dr:D00625"	"Miglitol (JP18/USAN/INN);"	"GAA/GANC/MGAM"	"2548/2595/8972"
"dr:D00626"	"Candesartan cilexetil (JP18/USP);"	"AGTR1"	"185"
"dr:D00627"	"Telmisartan (JP18/USP/INN);"	"AGTR1"	"185"
"dr:D00628"	"Secalciferol (JAN/USAN/INN);"	"VDR"	"7421"
"dr:D00629"	"Nitrendipine (JP18/USAN/INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D00631"	"Bepridil hydrochloride (USAN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S/CACNA1I/CACNA1H/CACNA1G/KCNH2/KCNQ1/KCNA5/KCND3/KCNJ3/KCNJ5/KCNJ8/KCNJ11/KCNJ12/ATP1A1/ATP1A2/ATP1A3/ATP1A4"	"775/776/778/779/8911/8912/8913/3757/3784/3741/3752/3760/3762/3764/3767/3768/476/477/478/480"
"dr:D00632"	"Dobutamine hydrochloride (JP18/USP);"	"ADRB1"	"153"
"dr:D00633"	"Dopamine hydrochloride (JP18/USP);"	"DRD1/DRD2/DRD3/DRD4/DRD5"	"1812/1813/1814/1815/1816"
"dr:D00634"	"Bisoprolol fumarate (JP18/USP);"	"ADRB1"	"153"
"dr:D00635"	"Metoprolol succinate (USP);"	"ADRB1"	"153"
"dr:D00636"	"Amiodarone hydrochloride (JP18/USP);"	"KCND3/KCNH2/KCNQ1/KCNJ3/KCNJ5/KCNJ8/KCNJ11/KCNJ12/ADRA1A/ADRA1B/ADRA1D/ADRB1/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"3752/3757/3784/3760/3762/3764/3767/3768/148/147/146/153/6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00637"	"Disopyramide phosphate (JAN/USP);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00638"	"Flecainide acetate (JP18/USP);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00639"	"Mexiletine hydrochloride (JP18/USP);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00640"	"Propafenone hydrochloride (JP18/USP);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00642"	"Quinidine gluconate (USP);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00643"	"Quinidine polygalacturonate;"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D00644"	"Esmolol hydrochloride (JAN/USP);"	"ADRB1"	"153"
"dr:D00645"	"Bretylium tosylate (USP);"	"ATP1A1/ATP1A2/ATP1A3/ATP1A4"	"476/477/478/480"
"dr:D00646"	"Tolterodine (USAN/INN)"	"CHRM3"	"1131"
"dr:D00647"	"Dofetilide (JAN/USP/INN);"	"KCNH2"	"3757"
"dr:D00648"	"Ibutilide fumarate (USP);"	"KCNH2"	"3757"
"dr:D00649"	"Amiloride hydrochloride (USP);"	"SCNN1A/SCNN1B/SCNN1G"	"6337/6338/6340"
"dr:D00650"	"Bendroflumethiazide (JAN/USP/INN);"	"SLC12A3"	"6559"
"dr:D00651"	"Benzthiazide (JAN/INN);"	"SLC12A3"	"6559"
"dr:D00652"	"Brinzolamide (JAN/USP/INN);"	"CA2"	"760"
"dr:D00653"	"Dorzolamide hydrochloride (JP18/USP);"	"CA1/CA2/CA3/CA4/CA5A/CA5B/CA6/CA7/CA8/CA9/CA12/CA13/CA14"	"759/760/761/762/763/11238/765/766/767/768/771/377677/23632"
"dr:D00654"	"Hydroflumethiazide (JAN/USP/INN);"	"SLC12A3/SLC12A1"	"6559/6557"
"dr:D00655"	"Methazolamide (JAN/USP/INN);"	"CA1/CA2/CA3/CA4/CA5A/CA5B/CA6/CA7/CA8/CA9/CA12/CA13/CA14"	"759/760/761/762/763/11238/765/766/767/768/771/377677/23632"
"dr:D00656"	"Methyclothiazide (JAN/USP/INN);"	"SLC12A3/SLC12A1"	"6559/6557"
"dr:D00657"	"Polythiazide (JAN/USAN/INN);"	"SLC12A3"	"6559"
"dr:D00658"	"Trichlormethiazide (JP18/USP/INN);"	"SLC12A3/SLC12A1"	"6559/6557"
"dr:D00659"	"Azelastine hydrochloride (JP18/USP);"	"HRH1"	"3269"
"dr:D00661"	"Cevimeline hydrochloride (USAN);"	"CHRM3"	"1131"
"dr:D00662"	"Azatadine maleate (USP);"	"HRH1"	"3269"
"dr:D00663"	"Brompheniramine maleate (USP);"	"HRH1"	"3269"
"dr:D00664"	"Cetirizine hydrochloride (JP18/USP);"	"HRH1"	"3269"
"dr:D00665"	"Chlorpheniramine maleate (JP18/USP);"	"HRH1"	"3269"
"dr:D00666"	"Clemastine fumarate (JP18/USP);"	"HRH1"	"3269"
"dr:D00667"	"Demecarium bromide (USP/INN);"	"ACHE"	"43"
"dr:D00668"	"Dexchlorpheniramine maleate (USP);"	"HRH1"	"3269"
"dr:D00669"	"Diphenhydramine hydrochloride (JP18/USP);"	"HRH1"	"3269"
"dr:D00670"	"Donepezil hydrochloride (JP18/USP);"	"ACHE"	"43"
"dr:D00671"	"Fexofenadine hydrochloride (JP18/USP);"	"HRH1"	"3269"
"dr:D00672"	"Hydroxyzine hydrochloride (JP18/USP);"	"HRH1"	"3269"
"dr:D00673"	"Ranitidine hydrochloride (JP18/USP);"	"HRH2"	"3274"
"dr:D00674"	"Naratriptan hydrochloride (JAN/USP);"	"HTR1B/HTR1D"	"3351/3352"
"dr:D00675"	"Rizatriptan benzoate (JAN/USP);"	"HTR1B/HTR1D"	"3351/3352"
"dr:D00676"	"Sumatriptan succinate (JAN/USP);"	"HTR1B/HTR1D"	"3351/3352"
"dr:D00677"	"Granisetron hydrochloride (JAN/USP);"	"HTR3B"	"9177"
"dr:D00678"	"Ondansetron hydrochloride hydrate (JAN/USP);"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D00679"	"Ergotamine tartrate (JP18/USP);"	"ADRA1A/ADRA1B/ADRA1D/HTR1A/HTR1B/HTR1D"	"148/147/146/3350/3351/3352"
"dr:D00680"	"Methylergonovine maleate (USP);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D00681"	"Methysergide maleate (USP);"	"HTR1A/HTR2A/HTR2B/HTR2C/HTR7"	"3350/3356/3357/3358/3363"
"dr:D00682"	"Carboprost tromethamine (USP);"	"PTGFR"	"5737"
"dr:D00683"	"Albuterol sulfate (USP);"	"ADRB2"	"154"
"dr:D00684"	"Bitolterol mesylate (USAN);"	"ADRB2"	"154"
"dr:D00685"	"Metaproterenol sulfate (USP);"	"ADRB2"	"154"
"dr:D00686"	"Pirbuterol acetate (USAN);"	"ADRB2"	"154"
"dr:D00687"	"Salmeterol xinafoate (JAN/USP);"	"ADRB2"	"154"
"dr:D00688"	"Terbutaline sulfate (JP18/USP);"	"ADRB2"	"154"
"dr:D00689"	"Beclomethasone dipropionate (USP);"	"NR3C1"	"2908"
"dr:D00690"	"Mometasone furoate (JAN/USP);"	"NR3C1"	"2908"
"dr:D00691"	"Dyphylline (USP);"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B/ADORA1/ADORA2B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622/134/136"
"dr:D00693"	"Chlordiazepoxide hydrochloride (JAN/USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00694"	"Clorazepate dipotassium (JP18/USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00695"	"Flurazepam hydrochloride (USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00696"	"Midazolam hydrochloride (USAN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00697"	"Flumazenil (JAN/USP/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00698"	"Aprobarbital (INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00699"	"Butabarbital sodium (USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00700"	"Mephobarbital (JAN/USP);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00701"	"Phenobarbital sodium (JAN/USP/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D00702"	"Buspirone hydrochloride (USP);"	"HTR1A/DRD2"	"3350/1813"
